2.49857997894, 5.48
3.50181889534, 5.41
4.50544190407, 5.43
5.50887203217, 5.48
6.50823092461, 5.40
7.51177692413, 5.47
8.51522088051, 5.47
9.51467585564, 5.48
10.5179870129, 5.45
11.5215468407, 5.41
12.5248999596, 5.47
13.5243828297, 5.44
14.5277500153, 5.45
15.5312540531, 5.37
16.5307400227, 5.47
17.5341739655, 5.41
18.5376038551, 5.47
19.5411529541, 5.46
20.5405378342, 5.56
21.5439579487, 5.47
22.5474488735, 5.42
23.550757885, 5.49
24.5501358509, 5.45
25.5539050102, 5.48
26.5573170185, 5.57
27.5565018654, 5.47
28.5600650311, 5.44
29.5633809566, 5.47
30.5670349598, 5.50
31.5663118362, 5.42
32.5699219704, 5.44
33.5733249187, 5.39
34.5726439953, 5.43
35.5761108398, 5.41
36.5796730518, 5.49
37.5831570625, 5.48
38.5825819969, 5.43
39.5859999657, 5.39
40.5894789696, 5.41
41.5888960361, 5.36
42.5922670364, 5.53
43.5955779552, 5.48
44.5990669727, 5.34
45.5987780094, 5.44
46.6019358635, 5.42
47.6055278778, 5.39
48.6088240147, 5.46
49.6084480286, 5.35
50.6118628979, 5.36
51.6153080463, 5.41
52.6145398617, 5.42
53.6182198524, 5.41
54.6214668751, 5.42
55.624986887, 5.38
56.624548912, 5.41
57.6279549599, 5.38
58.6312990189, 5.44
59.6307358742, 5.40
60.6343050003, 5.36
61.6377780437, 5.41
62.6411390305, 5.44
63.6406538486, 5.39
64.6440639496, 5.40
65.6475248337, 5.41
66.6509590149, 5.46
67.6502840519, 5.40
68.6539258957, 5.44
69.6571919918, 5.34
70.6566479206, 5.44
71.6600430012, 5.41
72.6636879444, 5.36
73.6669290066, 5.39
74.6665649414, 5.41
75.6699979305, 5.44
76.6732890606, 5.40
77.6728448868, 5.38
78.676158905, 5.43
79.6797509193, 5.42
80.6831068993, 5.37
81.68262887, 5.41
82.6861138344, 5.41
83.6895740032, 5.44
84.6929440498, 5.45
85.6924350262, 5.42
86.6958789825, 5.35
87.6993248463, 5.44
88.6985800266, 5.43
89.7022049427, 5.49
90.7055609226, 5.38
91.7091448307, 5.32
92.7085430622, 5.40
93.7118349075, 5.37
94.7154889107, 5.36
95.7148430347, 5.37
96.7181420326, 5.37
97.7218079567, 5.37
98.725112915, 5.40
99.7246320248, 5.36
100.727933884, 5.39
101.731643915, 5.40
102.734813929, 5.41
103.734402895, 5.39
104.737766027, 5.37
105.741291046, 5.40
106.740737915, 5.38
107.744264841, 5.42
108.747690916, 5.35
109.751109838, 5.37
110.75048399, 5.38
111.753998995, 5.35
112.75741601, 5.36
113.756635904, 5.45
114.760236025, 5.39
115.763576031, 5.41
116.767217875, 5.38
117.766692877, 5.40
118.77015686, 5.37
119.773586988, 5.38
120.77691102, 5.43
121.776352882, 5.44
122.779880047, 5.36
123.783344984, 5.37
124.782804012, 5.40
125.786149979, 5.41
126.789687872, 5.37
127.793102026, 5.35
128.792634964, 5.33
129.795989037, 5.45
130.799480915, 5.32
131.798830986, 5.32
132.80228591, 5.32
133.805599928, 5.35
134.809216022, 5.41
135.808598995, 5.36
136.812146902, 5.39
137.815554857, 5.31
138.815028906, 5.35
139.818423033, 5.38
140.821812868, 5.36
141.825304985, 5.30
142.824800014, 5.39
143.828157902, 5.37
144.831632853, 5.41
145.835147858, 5.44
146.834566832, 5.40
147.837990999, 5.43
148.841389894, 5.34
149.840924025, 5.34
150.84443903, 5.38
151.847841024, 5.39
152.851071835, 5.32
153.850719929, 5.38
154.854116917, 5.40
155.857481003, 5.34
156.856971979, 5.39
157.860468864, 5.33
158.863926888, 5.33
159.867400885, 5.31
160.866654873, 5.39
161.870266914, 5.39
162.87369895, 5.36
163.877110958, 5.30
164.87654686, 5.35
165.879817009, 5.29
166.88348794, 5.35
167.882823944, 5.38
168.886323929, 5.33
169.889817953, 5.31
170.893059969, 5.41
171.892616034, 5.37
172.896060944, 5.35
173.899437904, 5.37
174.89901495, 5.36
175.902338982, 5.35
176.905902863, 5.34
177.909426928, 5.40
178.908776045, 5.40
179.912158012, 5.38
180.915611029, 5.34
181.915030003, 5.35
182.918375969, 5.36
183.921880007, 5.31
184.92531991, 5.36
185.924694061, 5.37
186.928030968, 5.33
187.931545019, 5.38
188.934952021, 5.39
189.934483051, 5.34
190.937896013, 5.33
191.941318035, 5.36
192.940682888, 5.38
193.944196939, 5.35
194.947557926, 5.32
195.951024055, 5.33
196.950346947, 5.34
197.953690052, 5.33
198.957103968, 5.41
199.956691027, 5.35
200.960144997, 5.33
201.963414907, 5.41
202.967059851, 5.32
203.966306925, 5.35
204.9699049, 5.38
205.973360062, 5.31
206.97278595, 5.34
207.97623086, 5.30
208.979650021, 5.27
209.983068943, 5.30
210.982456923, 5.33
211.985965014, 5.31
212.989420891, 5.31
213.992805958, 5.41
214.992251873, 5.42
215.995682955, 5.33
216.998999834, 5.39
217.998568058, 5.33
219.002038002, 5.33
220.005503893, 5.37
221.008936882, 5.36
222.008370876, 5.37
223.011819839, 5.34
224.015272856, 5.32
225.014678001, 5.31
226.018128872, 5.29
227.02162385, 5.34
228.025025845, 5.33
229.024247885, 5.41
230.027746916, 5.38
231.031162977, 5.30
232.034801006, 5.37
233.034219027, 5.29
234.037735939, 5.34
235.041080952, 5.33
236.040714979, 5.35
237.044050932, 5.33
238.047354937, 5.31
239.050873041, 5.36
240.050329924, 5.30
241.05388999, 5.32
242.057167053, 5.31
243.056633949, 5.30
244.060107946, 5.38
245.063593864, 5.39
246.066972971, 5.34
247.066499949, 5.34
248.069872856, 5.33
249.073398829, 5.31
250.076792002, 5.34
251.076336861, 5.44
252.079622984, 5.31
253.083200932, 5.29
254.082562923, 5.39
255.086040974, 5.37
256.089452028, 5.36
257.092835903, 5.28
258.092392921, 5.24
259.095762014, 5.38
260.099210024, 5.32
261.098559856, 5.30
262.102104902, 5.29
263.105587959, 5.32
264.108973026, 5.32
265.108474016, 5.26
266.111881971, 5.33
267.115298033, 5.34
268.114797831, 5.28
269.118242025, 5.33
270.121649027, 5.30
271.125094891, 5.34
272.124524832, 5.40
273.127842903, 5.32
274.131433964, 5.35
275.130842924, 5.37
276.134150028, 5.28
277.137760878, 5.24
278.141216993, 5.41
279.140645027, 5.33
280.144095898, 5.38
281.147527933, 5.23
282.151031971, 5.42
283.15042901, 5.39
284.153820992, 5.28
285.157155037, 5.33
286.156703949, 5.29
287.160053015, 5.38
288.163681984, 5.29
289.16699791, 5.35
290.16654706, 5.30
291.170083046, 5.31
292.173367023, 5.31
293.172905922, 5.32
294.176331043, 5.33
295.179754019, 5.36
296.183158875, 5.33
297.18264699, 5.29
298.18608284, 5.32
299.189543009, 5.34
300.188946009, 5.35
301.192302942, 5.29
302.195899963, 5.29
303.199281931, 5.33
304.198822975, 5.29
305.202175856, 5.30
306.205644846, 5.39
307.209113836, 5.34
308.208449841, 5.36
309.211954832, 5.26
310.215301037, 5.26
311.21476984, 5.37
312.218235016, 5.26
313.221811056, 5.27
314.225172997, 5.34
315.224575996, 5.26
316.22802496, 5.34
317.231539011, 5.32
318.230875969, 5.27
319.234354019, 5.36
320.237869978, 5.29
321.241241932, 5.35
322.240656853, 5.25
323.244220018, 5.23
324.24761796, 5.33
325.246997833, 5.33
326.250498056, 5.25
327.253917933, 5.36
328.257318974, 5.26
329.256716967, 5.31
330.260311842, 5.28
331.263694048, 5.31
332.267004013, 5.39
333.266535044, 5.29
334.270009041, 5.25
335.273464918, 5.31
336.272923946, 5.27
337.276425838, 5.31
338.279846907, 5.30
339.283195972, 5.27
340.282791853, 5.32
341.286011934, 5.34
342.289614916, 5.26
343.288908958, 5.32
344.292407036, 5.34
345.295958042, 5.26
346.299437046, 5.27
347.29887104, 5.29
348.30230999, 5.35
349.305757046, 5.37
350.309190989, 5.27
351.308655977, 5.25
352.312070847, 5.26
353.315479994, 5.31
354.314906836, 5.27
355.318285942, 5.31
356.321894884, 5.33
357.325343847, 5.39
358.324597836, 5.36
359.328148842, 5.32
360.331610918, 5.29
361.331065893, 5.26
362.334490061, 5.29
363.337966919, 5.31
364.341398954, 5.34
365.340831995, 5.28
366.344333887, 5.37
367.347692013, 5.26
368.347110987, 5.27
369.350628853, 5.35
370.353925943, 5.31
371.357583046, 5.25
372.35680604, 5.26
373.360230923, 5.24
374.363857031, 5.28
375.367334843, 5.27
376.366652966, 5.26
377.370203972, 5.30
378.37367487, 5.25
379.373222828, 5.27
380.376536846, 5.31
381.37993288, 5.35
382.383213997, 5.27
383.382804871, 5.27
384.386296988, 5.28
385.38972497, 5.29
386.389212847, 5.32
387.392405987, 5.26
388.396080017, 5.37
389.399497032, 5.21
390.39893198, 5.32
391.402382851, 5.29
